ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_For,TotalKids,TotalSpend,AvgSpendPerPurchase,cluster
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,76,235,0,1008,40.32,0
8692,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,73,655,2,240,21.818181818181817,1
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,47,485,1,795,39.75,1
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,43,450,0,1772,93.26315789473684,0
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,330,0,64,9.142857142857142,1
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,403,1,1957,97.85,0
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,47,293,1,78,11.142857142857142,1
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,45,378,0,1572,78.6,0
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,54,369,1,795,31.8,0
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,165,1,889,40.40909090909091,0
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,62,236,1,331,25.46153846153846,0
4184,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,75,22,1,265,24.09090909090909,1
9120,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,63,571,1,1065,66.5625,0
891,1951,Master,Together,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,74,295,2,11,2.75,1
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,46,359,1,21,5.25,1
3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,569,2,17,4.25,1
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,655,1,369,30.75,0
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,57,153,2,38,7.6,1
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,47,289,1,177,19.666666666666668,1
1029,1970,PhD,Together,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,55,332,1,279,23.25,1
7369,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,44,270,1,62,10.333333333333334,1
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,48,514,1,1230,64.73684210526316,0
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,57,89,2,182,20.22222222222222,1
1160,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,55,310,2,49,7.0,1
10242,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,59,286,2,75,10.714285714285714,1
5253,1956,Master,Together,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,69,355,2,227,20.636363636363637,1
5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,51,596,2,215,19.545454545454547,0
5314,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,74,468,1,444,31.714285714285715,0
5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,58,252,2,47,9.4,1
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,74,440,0,143,20.428571428571427,1
5756,1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,42,87,1,55,9.166666666666666,1
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,54,72,2,63,7.875,1
9058,1955,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,70,644,0,1867,84.86363636363636,0
5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,64,288,1,611,32.1578947368421,0
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,70,43,1,473,29.5625,0
4179,1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,66,313,0,55,9.166666666666666,1
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,41,625,1,81,13.5,1
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,50,564,0,2086,94.81818181818181,0
4501,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,60,231,0,1478,73.9,0
6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,48,150,1,49,9.8,1
3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,53,291,0,382,25.466666666666665,1
4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,50,283,1,69,9.857142857142858,1
5252,1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,56,611,1,67,11.166666666666666,1
7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,56,253,2,30,6.0,1
6919,1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,47,390,1,63,9.0,1
3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,44,681,1,79,9.875,1
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,64,493,1,42,8.4,1
2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,65,667,1,819,39.0,0
7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,70,285,0,1151,67.70588235294117,0
895,1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,77,567,2,594,33.0,0
1177,1966,Master,Together,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,59,519,2,129,16.125,1
7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,39,547,1,213,23.666666666666668,1
7232,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,52,138,1,67,11.166666666666666,1
8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,69,475,3,28,5.6,1
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,50,611,1,45,9.0,1
988,1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,60,53,0,1193,66.27777777777777,0
7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,56,314,0,268,24.363636363636363,1
4587,1944,Master,Widow,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,81,346,0,266,22.166666666666668,1
6682,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,52,565,1,37,7.4,1
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,244,3,37,6.166666666666667,1
10299,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,56,597,0,882,38.34782608695652,0
3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,51,338,2,373,26.642857142857142,1
8953,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,60,419,3,35,7.0,1
1503,1976,PhD,Together,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,49,391,2,107,53.5,1
8650,1978,Graduation,Widow,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,47,468,2,42,8.4,1
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,65,681,1,326,25.076923076923077,0
2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,64,353,1,404,26.933333333333334,0
6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,54,350,0,95,15.833333333333334,1
10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,76,111,0,939,67.07142857142857,0
10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,47,183,1,33,6.6,1
6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,70,391,0,981,46.714285714285715,0
3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,49,525,1,36,6.0,1
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,50,391,1,1237,61.85,0
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,65,646,1,1825,65.17857142857143,1
3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,48,661,2,103,14.714285714285714,1
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,48,558,1,191,19.1,1
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,55,222,1,1586,66.08333333333333,1
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,67,16,0,963,68.78571428571429,0
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,165,1,889,40.40909090909091,0
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,65,134,0,93,13.285714285714286,1
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,52,437,0,1587,75.57142857142857,0
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,111,3,16,4.0,1
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,73,390,0,1375,42.96875,0
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,63,537,1,393,28.071428571428573,0
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,75,639,1,1477,67.13636363636364,1
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,54,235,1,1179,69.3529411764706,1
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,65,632,1,1005,43.69565217391305,0
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,77,47,0,1348,64.19047619047619,0
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,66,546,1,1307,65.35,0
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,61,418,1,486,34.714285714285715,1
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,78,476,0,2252,173.23076923076923,0
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,54,315,2,235,21.363636363636363,1
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,55,524,0,1724,55.61290322580645,0
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,55,198,1,235,21.363636363636363,1
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,48,37,1,1092,42.0,0
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,67,286,1,599,37.4375,1
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,132,0,2008,100.4,0
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,40,671,1,48,9.6,1
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,51,686,1,1174,41.92857142857143,0
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,75,77,1,67,9.571428571428571,1
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,70,695,1,365,26.071428571428573,1
5555,1975,Graduation,Divorced,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,142,0,6,6.0,1
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,72,176,1,165,18.333333333333332,1
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,645,0,210,21.0,1
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,78,302,1,1095,42.11538461538461,0
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,59,251,3,223,24.77777777777778,1
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,62,569,1,597,31.42105263157895,0
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,40,227,1,22,5.5,1
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,50,186,1,1064,44.333333333333336,0
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,45,660,0,74,12.333333333333334,1
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,69,544,0,26,5.2,1
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,548,0,60,12.0,1
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,51,409,1,20,5.0,1
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,38,277,1,59,9.833333333333334,1
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,57,416,1,34,6.8,1
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,234,2,198,19.8,1
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,61,335,1,1048,40.30769230769231,0
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,63,233,2,574,33.76470588235294,0
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,55,655,1,1029,73.5,0
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,45,195,1,670,35.26315789473684,0
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,50,575,1,990,66.0,0
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,51,38,2,11,2.75,1
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,62,607,1,1241,65.3157894736842,0
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,46,178,0,576,33.88235294117647,0
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,40,378,1,172,19.11111111111111,1
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,45,188,0,664,33.2,0
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,254,1,928,42.18181818181818,0
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,58,668,0,2074,69.13333333333334,0
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,43,339,0,467,31.133333333333333,0
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,70,248,1,257,23.363636363636363,0
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,58,192,0,1146,67.41176470588235,0
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,49,479,1,689,36.26315789473684,0
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,53,655,0,2114,96.0909090909091,0
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,43,694,0,1717,57.233333333333334,0
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,36,44,0,1346,64.0952380952381,0
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,56,272,0,1044,69.6,0
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,65,633,1,493,29.0,0
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,55,308,0,957,73.61538461538461,0
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,67,352,1,270,27.0,1
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,73,239,0,29,5.8,1
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,76,396,2,121,17.285714285714285,1
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,64,338,2,126,15.75,0
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,30,95,0,23,5.75,1
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,76,447,2,57,9.5,1
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,64,238,0,636,33.473684210526315,1
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,65,81,0,1004,35.857142857142854,0
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,52,285,1,734,40.77777777777778,0
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,47,109,2,614,32.31578947368421,1
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,47,138,1,1453,76.47368421052632,1
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,37,61,0,1621,108.06666666666666,0
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,57,185,1,187,18.7,1
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,39,535,1,1443,68.71428571428571,0
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,55,2,1,57,9.5,1
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,74,445,1,637,33.526315789473685,0
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,77,220,1,948,79.0,1
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,54,535,1,59,11.8,1
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,39,352,1,18,4.5,1
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,60,616,1,903,39.26086956521739,0
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,50,494,1,112,16.0,1
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,72,411,0,596,33.111111111111114,0
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,43,326,1,233,21.181818181818183,1
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,50,569,0,1511,137.36363636363637,0
